bib,title,num,type,note,review,reviewer,source
11861504,De legibus et consuetudinibus Angliæ.,6,o,"Layout: double columns, 32 lines.",y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,7,o,Script: Gothic Textura.,y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,8,o,"Decoration: headings, paragraph marks, and running titles in red or blue; two-line initials throughout in red and blue; two large initials in red and blue.",y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,9,o,"Binding: nineteenth-century full russia, blind-stamped. Gilt title on spine: Bracton De Legibus Angliæ.",y,dm,dm
11861770,Natura brevium and other works.,1,o,Part of the Anthony Taussig Collection of English Legal Manuscripts (OSB MSS 184). Taussig catalog number: MS 86.6.25 (number 69 in main catalog numbering).,y,dm,dm
11861770,Natura brevium and other works.,2,o,"A fuller description of the contents is found in Baker and Taussig, Catalogue (London: 2007), pp. 33-34.",y,dm,dm
11861770,Natura brevium and other works.,3,o,Script: English book hands.,y,dm,dm
11861770,Natura brevium and other works.,4,o,Decoration: initials have red and blue flourishing; many paragraph marks in red or blue.,y,dm,dm
11861770,Natura brevium and other works.,5,o,"Binding: late eighteenth-century? full brown morocco, gilt. Title on spine: Fitzherbert Natura Brevium. Codex MSS in membranis.",y,dm,dm
11867097,"Presentation album to Abraham Follett Osler, on his eightieth birthday : illuminated with miniatures.",1,o,Accompanied by several letters and printed items concerning the Pelman Institute and the Birmingham and Midland Institute.,y,dm,dm
11868480,Treatise on artillery.,1,o,Bound in contemporary marbled boards; original spine lacking.,y,dm,dm
11879055,"Divinity lectures, 1794-1795.",1,a,Title from front cover.,y,dm,dm
11879055,"Divinity lectures, 1794-1795.",2,o,Annotated on verso of front endpaper: Cambridge.,y,dm,dm
11879055,"Divinity lectures, 1794-1795.",3,w,First lecture headed: Lectures. Begun 20th Nov. 1794.,y,dm,dm
11879055,"Divinity lectures, 1794-1795.",4,o,Binding: contemporary full parchment.,y,dm,dm
11879464,"Commonplace book concerning the Bible, 1766.",1,o,Most of the volume is blank.,y,dm,dm
11879464,"Commonplace book concerning the Bible, 1766.",2,o,Inscription on front endpaper in the same hand: Begun Jany. 1st 1766.,y,dm,dm
11879464,"Commonplace book concerning the Bible, 1766.",3,o,Ownership inscription in a later hand on verso of front flyleaf: Rich.d Tomlinson His Book.,y,dm,dm
11879464,"Commonplace book concerning the Bible, 1766.",4,o,Binding: contemporary full calf.,y,dm,dm
11879513,"Exercises on the terrestrial globe, 1801.",1,o,Binding: contemporary stiff marbled paper wrappers.,y,dm,dm
11879707,"Account book for an estate at Burwell, 1759-1779.",1,o,"Paper label on front cover: Drawer No. 1, Mr. Dixon.",y,dm,dm
11879707,"Account book for an estate at Burwell, 1759-1779.",2,o,"Binding: original full reverse calf, brass clasps.",y,dm,dm
11879811,"Genealogy and heraldry of the Mont Saint Eloy family, 1655.",1,o,Binding: contemporary full limp vellum with flap.,y,dm,dm
11880248,"Apprenticeship indenture, 1545 November 11.",1,o,Remains of red wax seal.,y,dm,dm
11885501,"Index to the works of Hogarth in 3 vols. folio, ca. 1799 November.",1,a,Caption title from page [1].,y,dm,dm
11885501,"Index to the works of Hogarth in 3 vols. folio, ca. 1799 November.",2,o,Page [7] blank.,y,dm,dm
11885501,"Index to the works of Hogarth in 3 vols. folio, ca. 1799 November.",3,o,Note on page [8]: List of Hogarth's prints. This was given me by Mr. Steevens in the hand writing of G. Steevens Esq. [Signed] Novr. 1799 J. Sayers.,y,dm,dm
11885501,"Index to the works of Hogarth in 3 vols. folio, ca. 1799 November.",4,o,Another note following the above on page [8]: N.B. These composed the collection which Mr. Steevens gave by his will to Mr. Windham and were valued by Mr. Thane for the legacy duty at £600.,y,dm,dm
11891858,"Falconer Madan collection of Oxford manuscripts, circa 1680-1929.",1,o,"Includes bound volumes with Yale University Library bookplates: ""From the Collection of Oxford Books made by Falconer Madan, Bodley's Librarian.""",y,dm,dm
11904339,"A plan of mathematical learning taught in the Royal Academy, Portsmouth : performed by a student there 177[blank].",1,o,"Inscribed, on paper affixed to the front pastedown: ""Edmund Nagle Rice joined the Topaze Frigate, Capt. Church, Dec. 1799. The above died with the yellow fever at the West Indies, 12 June, 1801.""",y,dm,dm
11904339,"A plan of mathematical learning taught in the Royal Academy, Portsmouth : performed by a student there 177[blank].",2,o,Bound in contemporary dark blue quarter morocco and marbled boards.,y,dm,dm
11908000,Genealogies of the kings of England.,1,o,Ownership inscription on front flyleaf: H. Crofts.,y,dm,dm
11908000,Genealogies of the kings of England.,2,o,Bookplate: Sir John Saunders Seabright.,y,dm,dm
11908000,Genealogies of the kings of England.,3,o,Script: English secretary script.,y,dm,dm
11908000,Genealogies of the kings of England.,4,o,"Decoration: numerous illustrations of coats of arms and other genealogical decorations. Full-page, full-color illustrations on pages 13-14 and page 34.",y,dm,dm
11908000,Genealogies of the kings of England.,5,a,Title from spine.,y,dm,dm
11908000,Genealogies of the kings of England.,6,o,"Binding: eighteenth-century half russia, gilt.",y,dm,dm
11909066,Papal bull.,1,o,Secretarial signature and monogram of Pope Alexander IV.,y,dm,dm
11909066,Papal bull.,2,o,Also signed by: John of Toledo; Hugh of Saint-Cher; Odo of Châteauroux; Stephen Banesa; Riccardo Annibaldi; Ottaviano degli Ubaldini; Pietro Capocchi.,y,dm,dm
11909066,Papal bull.,3,o,Lead seal attached by cord.,y,dm,dm
11909066,Papal bull.,4,o,Layout: single column of 31 lines.,y,dm,dm
11909066,Papal bull.,5,o,Script: Papal documentary script.,y,dm,dm
11909066,Papal bull.,6,o,Decoration: opening word and large initial with pen-flourishes; first line in compressed script with elongated ascenders.,y,dm,dm
11909475,"An inventory of the household furniture, china & glass of Edw. Williams Esqr. at his dwelling house at Tingrith in Bedfordshire, 1772 May 20.",1,a,Caption title from first page.,y,dm,dm
11909475,"An inventory of the household furniture, china & glass of Edw. Williams Esqr. at his dwelling house at Tingrith in Bedfordshire, 1772 May 20.",2,o,"Four sheets folded length-wise and sewn, with old fold marks.",y,dm,dm
11909512,"Notebook concerning Edward Pellham's God's power and providence, 1667-1669.",1,o,"Ownership inscriptions of William Silverton, dated 1667 and 1669.",y,dm,dm
11909512,"Notebook concerning Edward Pellham's God's power and providence, 1667-1669.",2,o,Binding: contemporary parchment wrapper with flap; stitched.,y,dm,dm
11909542,"Translation of the Diamond sutra and the Sukhavati sutra into Chinese, 1792.",1,o,Binding: contemporary accordion-style binding with multicolored brocade cover; remains of red silk wrappers.,y,dm,dm
11912491,"Ledger with returns of subsistence stores to Fort Grant, Arizona, 1889 July-1890 November.",1,o,"Volume missing pages throughout the volume, including regimental designations for returned stores in July, November and December 1889, as well as January, February, April, May, July, September, and October, 1890, as well as circa 50 pages from the end.",y,dm,dm
11915356,"Letter concerning trade in the Missouri and Illinois regions, circa 1794.",1,o,Accompanied by a typescript French transcription and a typescript English translation by an unidentified translator.,y,dm,dm
11915910,"Journal of a visit to London and tour on the continent in summer 1838 : in company with Messrs Thomas Anderson, John Clezy and Robert Richardson, Selkirk, and Revd James Veitch, Galashiels, 1838 / by Andrew Lang.",1,w,Spine title: Journal of tour | 1838,y,dm,dm
11915910,"Journal of a visit to London and tour on the continent in summer 1838 : in company with Messrs Thomas Anderson, John Clezy and Robert Richardson, Selkirk, and Revd James Veitch, Galashiels, 1838 / by Andrew Lang.",2,o,"Binding: Contemporary full green morocco with gold tooling by Alexander Banks Jr., 5 North Bridge, Edinburgh.",y,dm,dm
11922955,"Receipt book, 1754 November 9-1778 February 23.",1,o,Inscribed on title page: Receipt Book / Benjn Davies / November 1st 1754.,y,dm,dm
11922955,"Receipt book, 1754 November 9-1778 February 23.",2,o,With engraved armorial bookplate for Benjamin Davies by W. Smith.,y,dm,dm
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",1,a,Title devised by cataloger.,y,dm,dm
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",2,o,Includes intact seal of Lady Ranelagh.,y,dm,dm
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",3,o,"Letter date, dates for Lady Ranelagh, and context are based on the research of Michelle DiMeo.",y,dm,dm
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",4,o,The letter is written on one piece of paper and is folded in two.,y,dm,dm
11955113,"Notes on the colors and arrangement of Gilbert Stuart's palette, circa 1850.",1,a,Caption title: Stewart's Pallet August 1823.,y,dm,dm
11955113,"Notes on the colors and arrangement of Gilbert Stuart's palette, circa 1850.",2,o,"Accompanied by a typed letter (October 13, 1939), signed, from John Hill Morgan to Yale University librarian Bernard Knollenberg giving the provenance of the manuscript.",y,dm,dm
11987471,"Commonplace book, [circa 1750-1780].",1,o,Binding: Original rough hessian cloth binding with the original brass and ivory button.,y,dm,dm
11987471,"Commonplace book, [circa 1750-1780].",2,o,Author not identified.,y,dm,dm
11990172,"Catalogue of Bradenham House library, Norfolk, [1807-1833].",1,o,Bound in contemporary Dutch embossed and hand-coloured paper wrappers.,y,dm,dm
11990172,"Catalogue of Bradenham House library, Norfolk, [1807-1833].",2,o,Paper watermarked: Golding Snelgrove 1807.,y,dm,dm
11995727,Compendium historiae in genealogia Christi.,1,o,Format: seven membranes sewn together to form one roll.,y,dm,dm
11995727,Compendium historiae in genealogia Christi.,2,o,Layout: single vertical column in the form of a genealogical tree.,y,dm,dm
11995727,Compendium historiae in genealogia Christi.,3,o,Script: single gothic bookhand.,y,dm,dm
11995727,Compendium historiae in genealogia Christi.,4,o,"Decoration: text is presented as a genealogical tree, in brown ink, with rubrication; initials in red and blue ink; roundels and planned spaces for diagrams and miniatures (unfinished) outlined in red and blue ink. Linking genealogical tree branches and diagram lines in red and blue ink. Complex grid for layout of design elements ruled in plummet.",y,dm,dm
11995727,Compendium historiae in genealogia Christi.,5,o,"Ownership inscriptions at top and bottom of roll: Conradus Mondone Astensis. (Corrado Mondone d'Asti, Master General of the Dominican Order, 1462-1465).",y,dm,dm
11996088,"The beginning of a commonplace book, 1957-[1976].",1,o,"From title page: for Mario from Monroe, February 1957.",y,dm,dm
11998588,"Honky-tonk Sue : a screenplay, 1985 March / by Larry McMurtry [and] Leslie Marmon Silko.",1,o,"Stamped on front cover: ""Received May 15 1985 F. R. P.""",y,dm,dm
11998763,"The misfits, 1960 March / by Arthur Miller.",1,o,"From cover: ""Anne Meyerson, Typing & Mimeographing, 101 Park Avenue--Room 514, New York 17, N. Y., Lexington 2-5318.""",y,dm,dm
11998966,Gradual.,1,o,Script: written in liturgical bookhand. Music in square musical notation on five four-line red staves.,y,dm,dm
11998966,Gradual.,2,o,Decoration: five miniatures; eleven large ornamental initials on gold grounds; many decorated initials with penwork.,y,dm,dm
11998966,Gradual.,3,o,Miniatures have been attributed to the Olivetan Master and the Master of the Lodi Choir Books.,y,dm,dm
11998966,Gradual.,4,o,Binding: full deerskin over wooden boards; extensive metalwork on binding.,y,dm,dm
12165015,"Single entry day book, 1794.",1,a,Title from label on front cover.,y,dm,dm
12165015,"Single entry day book, 1794.",2,o,Binding: contemporary marbled wrappers; hand-lettered paper label in center of front cover.,y,dm,dm
12165106,"Glossary list, [circa 1750].",1,o,"Pencil note in a modern hand on front pastedown of v. 1: ""Bought at Saltoun Hall.""",y,dm,dm
12165106,"Glossary list, [circa 1750].",2,o,Binding: contemporary stiff marbled paper wrappers.,y,dm,dm
12165126,"Sermon fragment, [circa 1746].",1,o,First leaf missing.,y,dm,dm
12165552,"Report of court costs in the case of Betts v. Betts and others, 1748 July 5-17.",1,o,"Binding: original thick paper cover, with docket, stitched.",y,dm,dm
12165949,"Funeral sermon on Psalm 119:92, 1744 September 20.",1,o,"Signed on the last page: ""St. Ervan. Sept. 20th 1744. N. Hoskins.""",y,dm,dm
12171419,[Britton].,1,o,"A fuller description of the contents is found in Baker and Taussig, Catalogue (London: 2007), p 10.",y,dm,dm
12171419,[Britton].,2,o,"Decoration: headings and paragraph marks in red or blue; some initials in red or blue. One large initial ""P"" at the beginning of Book IV (f. 21v.). Model arbor consanguinitatis on f. 46v.",y,dm,dm
12171419,[Britton].,3,o,Several leaves cut away (stubs not included in present collation).,y,dm,dm
12175742,"Letter portfolio owned by Marie-Caroline de Bourbon-Sicile, Duchesse de Berry, [1800s].",1,o,Title on case: A blotter formerly belonging to the Duchesse de Berry.,y,dm,dm
12180578,"Memorandum of recognizance for Robin Manchester, 1720 February 9.",1,o,"Docketed: ""Robin Manchester. Recognizance to t.e King.""",y,dm,dm
12180578,"Memorandum of recognizance for Robin Manchester, 1720 February 9.",2,o,"Date normalized from: ""ninth day of February 1719/20.""",y,dm,dm
12183073,Glossed Bible.,1,o,"Layout: Biblical text centered, single column, variable length; surrounding gloss written in double columns of 65-75 lines.",y,dm,dm
12183073,Glossed Bible.,2,o,Script: gothic script. Letters in Biblical text larger than in glosses.,y,dm,dm
12183073,Glossed Bible.,3,o,Decoration: 18 small historiated initials and approximately 30 other illuminated initials; numerous blue and red penwork initials with red or lilac penwork decoration; rubricated.,y,dm,dm
12183073,Glossed Bible.,4,o,"Binding: modern blind-stamped red morocco gilt, by Riviere.",y,dm,dm
12183564,De consolatione philosophiae.,1,o,Probably copied in Tuscany.,y,dm,dm
12183564,De consolatione philosophiae.,2,o,"Signed, after the explicit: ""Ego iulianus francisci de leuanto notarius scripsi.""",y,dm,dm
12183564,De consolatione philosophiae.,3,o,Layout: single columns of 30 lines.,y,dm,dm
12183564,De consolatione philosophiae.,4,o,Script: rounded gothic bookhand.,y,dm,dm
12183564,De consolatione philosophiae.,5,o,Decoration: 5 illuminated initials on gold grounds; many smaller initials in red or blue penwork.,y,dm,dm
12183564,De consolatione philosophiae.,6,o,Binding: contemporary (?) beech boards with brown goatskin spine decorated with blind ropework; metal clasp and latch.,y,dm,dm
